,Voltage,Current,Action
0,11.3688445,5.6844214,0
1,31.2643223,5.6844214,0
2,31.2643223,19.8954749,0
3,31.2643223,19.8954749,0
4,31.2643223,19.8954749,0
5,36.94874454,19.8954749,0
6,56.84422241,19.8954749,0
7,56.84422241,25.5798963,0
8,56.84422241,25.5798963,0
9,56.84422241,31.2643177,0
10,56.84422241,39.7909498,0
11,56.84422241,39.7909498,0
12,56.84422241,42.6331605,0
13,56.84422241,42.6331605,0
14,71.05527796,42.6331605,0
15,71.05527796,42.6331605,0
16,71.05527796,42.6331605,0
17,71.05527796,42.6331605,0
18,71.05527796,42.6331605,0
19,71.05527796,45.4753712,0
20,71.05527796,45.4753712,0
21,71.05527796,45.4753712,0
22,73.89748909,45.4753712,0
23,73.89748909,45.4753712,0
24,73.89748909,45.4753712,0
25,73.89748909,45.4753712,0
26,73.89748909,45.4753712,0
27,79.58191134,45.4753712,0
28,79.58191134,45.4753712,0
29,79.58191134,45.4753712,0
30,79.58191134,45.4753712,0
31,79.58191134,45.4753712,0
32,79.58191134,45.4753712,0
33,79.58191134,45.4753712,0
34,79.58191134,45.4753712,0
35,79.58191134,45.4753712,0
36,79.58191134,45.4753712,0
37,79.58191134,45.4753712,0
38,79.58191134,45.4753712,0
39,79.58191134,45.4753712,0
40,79.58191134,45.4753712,0
41,79.58191134,45.4753712,0
42,79.58191134,45.4753712,0
43,79.58191134,45.4753712,0
44,79.58191134,45.4753712,0
45,79.58191134,45.4753712,0
46,79.58191134,45.4753712,0
47,79.58191134,45.4753712,0
48,79.58191134,45.4753712,0
49,79.58191134,45.4753712,0
50,79.58191134,45.4753712,0
51,79.58191134,45.4753712,0
52,79.58191134,45.4753712,0
53,79.58191134,45.4753712,0
54,79.58191134,45.4753712,0
55,79.58191134,45.4753712,0
56,79.58191134,45.4753712,0
57,79.58191134,45.4753712,0
58,79.58191134,45.4753712,0
59,79.58191134,45.4753712,0
60,79.58191134,45.4753712,0
61,79.58191134,45.4753712,0
62,79.58191134,45.4753712,0
63,79.58191134,45.4753712,0
64,79.58191134,45.4753712,0
65,79.58191134,45.4753712,0
66,79.58191134,45.4753712,0
67,79.58191134,45.4753712,0
68,79.58191134,45.4753712,0
69,79.58191134,45.4753712,0
70,79.58191134,45.4753712,0
71,79.58191134,45.4753712,0
72,79.58191134,45.4753712,0
73,79.58191134,45.4753712,0
74,79.58191134,45.4753712,0
75,79.58191134,45.4753712,0
76,82.42412246,45.4753712,0
77,82.42412246,45.4753712,0
78,82.42412246,54.0020033,0
79,88.10854471,54.0020033,0
80,88.10854471,54.0020033,0
81,88.10854471,54.0020033,0
82,88.10854471,59.6864247,0
83,88.10854471,59.6864247,0
84,88.10854471,59.6864247,0
85,88.10854471,65.3708461,0
86,88.10854471,65.3708461,0
87,108.0040225,65.3708461,0
88,108.0040225,68.2130568,0
89,108.0040225,68.2130568,0
90,108.0040225,68.2130568,0
91,108.0040225,68.2130568,0
92,108.0040225,68.2130568,0
93,108.0040225,68.2130568,0
94,108.0040225,68.2130568,0
95,108.0040225,79.5818996,0
96,108.0040225,79.5818996,0
97,127.8995004,79.5818996,0
98,127.8995004,79.5818996,0
99,127.8995004,82.4241103,0
100,127.8995004,82.4241103,0
101,127.8995004,82.4241103,0
102,130.7417115,82.4241103,0
103,130.7417115,88.1085317,0
104,130.7417115,88.1085317,0
105,130.7417115,88.1085317,0
106,133.5839226,88.1085317,0
