,Voltage,Current,Action
0,19.89547787,5.6844214,0
1,28.42211117,8.5266321,0
2,28.42211117,17.0532642,0
3,28.42211117,22.7376856,0
4,28.42211117,22.7376856,0
5,36.94874454,22.7376856,0
6,51.15980016,22.7376856,0
7,54.00201129,22.7376856,0
8,56.84422241,22.7376856,0
9,62.52864459,22.7376856,0
10,62.52864459,31.2643177,0
11,68.21306684,31.2643177,0
12,68.21306684,34.1065284,0
13,68.21306684,34.1065284,0
14,68.21306684,45.4753712,0
15,68.21306684,45.4753712,0
16,68.21306684,45.4753712,0
17,68.21306684,45.4753712,0
18,68.21306684,45.4753712,0
19,68.21306684,45.4753712,0
20,68.21306684,45.4753712,0
21,68.21306684,45.4753712,0
22,68.21306684,45.4753712,0
23,68.21306684,45.4753712,0
24,73.89748909,45.4753712,0
25,73.89748909,45.4753712,0
26,73.89748909,45.4753712,0
27,79.58191134,45.4753712,0
28,79.58191134,45.4753712,0
29,79.58191134,45.4753712,0
30,79.58191134,45.4753712,0
31,79.58191134,45.4753712,0
32,79.58191134,45.4753712,0
33,79.58191134,45.4753712,0
34,79.58191134,45.4753712,0
35,79.58191134,45.4753712,0
36,79.58191134,45.4753712,0
37,79.58191134,45.4753712,0
38,79.58191134,45.4753712,0
39,79.58191134,45.4753712,0
40,79.58191134,45.4753712,0
41,82.42412246,45.4753712,0
42,82.42412246,45.4753712,0
43,82.42412246,45.4753712,0
44,82.42412246,45.4753712,0
45,82.42412246,45.4753712,0
46,82.42412246,45.4753712,0
47,82.42412246,45.4753712,0
48,82.42412246,45.4753712,0
49,82.42412246,45.4753712,0
50,82.42412246,45.4753712,0
51,82.42412246,45.4753712,0
52,82.42412246,45.4753712,0
53,82.42412246,45.4753712,0
54,82.42412246,45.4753712,0
55,82.42412246,45.4753712,0
56,82.42412246,45.4753712,0
57,82.42412246,45.4753712,0
58,82.42412246,45.4753712,0
59,82.42412246,45.4753712,0
60,82.42412246,45.4753712,0
61,82.42412246,45.4753712,0
62,82.42412246,45.4753712,0
63,82.42412246,45.4753712,0
64,82.42412246,45.4753712,0
65,82.42412246,45.4753712,0
66,82.42412246,45.4753712,0
67,82.42412246,45.4753712,0
68,82.42412246,45.4753712,0
69,82.42412246,45.4753712,0
70,82.42412246,45.4753712,0
71,82.42412246,45.4753712,0
72,82.42412246,45.4753712,0
73,82.42412246,45.4753712,0
74,82.42412246,45.4753712,0
75,82.42412246,45.4753712,0
76,82.42412246,45.4753712,0
77,82.42412246,45.4753712,0
78,82.42412246,45.4753712,0
79,93.79296696,45.4753712,0
80,93.79296696,45.4753712,0
81,93.79296696,54.0020033,0
82,96.63517808,54.0020033,0
83,96.63517808,54.0020033,0
84,96.63517808,62.5286354,0
